rank	gene	combined_binding_score	chr	start	end	transcript	FBid
1013	CG9743	0.621500004082918	3R	30202997	30202998	FBtr0085571	FBgn0039756
1014	Skadu	0.621499995390574	2L	15547519	15547520	FBtr0300217	FBgn0259922
1015	srp	0.61995000615716	3R	15986152	15986153	FBtr0100595	FBgn0003507
1016	lbe	0.619537500129081	3R	21446536	21446537	FBtr0084091	FBgn0011278
1017	CG12493	0.61858333616207	3L	4753737	4753738	FBtr0073363	FBgn0035571
1018	CG8654	0.616375003196299	2R	19979242	19979243	FBtr0305677	FBgn0034479
1019	Ote	0.615416665251057	2R	18277176	18277177	FBtr0086768	FBgn0266420
1020	Tusp	0.615125004202128	3R	27607879	27607880	FBtr0302590	FBgn0039530
1021	CG13443	0.613750002346933	2R	20773687	20773688	FBtr0086239	FBgn0034548
1022	Mst33A	0.612999994889833	2L	11586832	11586833	FBtr0080271	FBgn0028412
1023	CG5004	0.612812500447035	X	17107582	17107583	FBtr0074386	FBgn0260748
1024	Dh31-R	0.612145829674167	2R	13295926	13295927	FBtr0087755	FBgn0052843
1025	CG9328	0.611750014126301	2L	20797715	20797716	FBtr0081415	FBgn0032886
1026	Pli	0.611354165962742	3R	23890051	23890052	FBtr0084527	FBgn0025574
1027	CG33062	0.610416668156783	3L	19446382	19446383	FBtr0302886	FBgn0053062
1028	Kdm4B	0.610312503609748	2R	13189252	13189253	FBtr0302052	FBgn0053182
1029	bip1	0.609937500674278	3L	8056374	8056375	FBtr0302329	FBgn0026263
1030	Ir68a	0.608833333011717	3L	11236217	11236218	FBtr0076185	FBgn0036150
1031	Axn	0.608375001698732	3R	30022842	30022843	FBtr0085554	FBgn0026597
1032	cdi	0.605583326891065	3R	19094269	19094270	FBtr0083716	FBgn0004876
1033	E(spl)mbeta-HLH	0.604812493314967	3R	26006022	26006023	FBtr0084982	FBgn0002733
1034	CG6527	0.604791669369054	3L	10559081	10559082	FBtr0076291	FBgn0036085
1035	dpr1	0.604750001182159	2R	20698483	20698484	FBtr0086238	FBgn0040726
1036	Rpn8	0.603812493383884	2R	24400028	24400029	FBtr0332921	FBgn0002787
1037	Mondo	0.603687493596226	2L	21304108	21304109	FBtr0081527	FBgn0032940
1038	Fife	0.602750001475215	3L	2711689	2711690	FBtr0333629	FBgn0264606
1039	RhoGAP19D	0.602687505772337	X	20491186	20491187	FBtr0345015	FBgn0031118
1040	glob2	0.602562502957881	3R	6608913	6608914	FBtr0301286	FBgn0250846
1041	Atg16	0.602250001206994	3R	29833379	29833380	FBtr0085530	FBgn0039705
1042	CG13110	0.599249989725649	2L	9350470	9350471	FBtr0079805	FBgn0032111
1043	Ret	0.597416661679745	2L	21198761	21198762	FBtr0081495	FBgn0011829
1044	mbl	0.597062500969817	2R	17216549	17216550	FBtr0310346	FBgn0265487
1045	CG8027	0.596649995446205	2R	9207123	9207124	FBtr0088609	FBgn0033392
1046	CG14537	0.595249995434036	2L	7840452	7840453	FBtr0079526	FBgn0031954
1047	CG34286	0.595200000703335	3R	19715926	19715927	FBtr0112482	FBgn0085315
1048	CG31808	0.594950000848621	2L	16716194	16716195	FBtr0303445	FBgn0062978
1049	CG16721	0.593800001032651	X	5879869	5879870	FBtr0070821	FBgn0029820
1050	inc	0.589462502300739	X	1483479	1483480	FBtr0339591	FBgn0025394
1051	Gyg; CG44245	0.58936111158174					
1052	dally	0.589025009516627	3L	8827505	8827506	FBtr0076583	FBgn0263930
1053	Mhcl	0.586800000071526	3R	16072053	16072054	FBtr0303845	FBgn0026059
1054	CG7557	0.58637499778221	3L	11445161	11445162	FBtr0076174	FBgn0036159
1055	CG10950	0.585187503136694	2R	17195203	17195204	FBtr0086990	FBgn0034205
1056	Rim2	0.583500001269082	2L	1724387	1724388	FBtr0077910	FBgn0031359
1057	CG12861	0.581208330579102	2R	14665355	14665356	FBtr0087481	FBgn0033953
1058	Mrtf	0.581166663983216	3L	2734679	2734680	FBtr0333444	FBgn0052296
1059	Tis11	0.581035710521974	X	12659415	12659416	FBtr0073683	FBgn0011837
1060	CG14082	0.580900003178977	3L	19138974	19138975	FBtr0330092	FBgn0036851
1061	CG44388	0.579833334932725	2R	17187677	17187678	FBtr0445674	FBgn0265538
1062	CG42876	0.579749998636544	2L	15812140	15812141	FBtr0304142	FBgn0262150
1063	Ace	0.579053568287886	3R	13258776	13258777	FBtr0082780	FBgn0000024
1064	CG6726; CG17110	0.579000002355315					
1065	bnl	0.57880208111601	3R	19836816	19836817	FBtr0083795	FBgn0014135
1066	CG8312	0.578583329916	3R	9591309	9591310	FBtr0082075	FBgn0037720
1067	Dhc98D	0.578249994665384	3R	28486953	28486954	FBtr0301302	FBgn0013813
1068	CG14861	0.577729160897434	3R	15014770	15014771	FBtr0083023	FBgn0038280
1069	CG8508	0.577374994754791	3R	13186495	13186496	FBtr0082783	FBgn0038123
1070	Nplp1	0.575499999492119	2R	25032377	25032378	FBtr0072443	FBgn0035092
1071	Gyc88E	0.575250007212162	3R	15150375	15150376	FBtr0110961	FBgn0038295
1072	CG3199	0.573208332372209	3R	14162709	14162710	FBtr0082894	FBgn0038210
1073	lbl	0.573000000523669	3R	21434132	21434133	FBtr0084092	FBgn0008651
1074	cbt	0.572000002488494	2L	479687	479688	FBtr0078084	FBgn0043364
1075	SiaT	0.571666667237878	2R	24694385	24694386	FBtr0072441	FBgn0035050
1076	CG17571	0.570999995921738	2L	20256951	20256952	FBtr0081376	FBgn0259998
1077	CG4000	0.569124997127801	3R	20677350	20677351	FBtr0083935	FBgn0038820
1078	osp	0.568500002380461	2L	14689339	14689340	FBtr0114465	FBgn0003016
1079	CG5568	0.568374998867512	3L	5871501	5871502	FBtr0077025	FBgn0035641
1080	CG30116	0.567624986171722	2R	18498025	18498026	FBtr0086720	FBgn0028496
1081	eIF3g2	0.566895831143484	3R	20408265	20408266	FBtr0083885	FBgn0038796
1082	CG42713	0.566749999222035	2L	8891440	8891441	FBtr0302995	FBgn0261630
1083	Ir48b	0.565666668117046	2R	11702448	11702449	FBtr0088080	FBgn0033648
1084	CG16779	0.565500008873642	3R	9493676	9493677	FBtr0331350	FBgn0037698
1085	CG11588	0.565291662157203	3L	11921513	11921514	FBtr0076038	FBgn0036221
1086	CG4151	0.565000002272427	X	5501476	5501477	FBtr0345786	FBgn0029770
1087	y	0.564900004118681	X	356509	356510	FBtr0070071	FBgn0004034
1088	CG15172	0.564833326886098	2L	19022417	19022418	FBtr0081140	FBgn0032740
1089	chic	0.564375008456409	2L	5980100	5980101	FBtr0079235	FBgn0000308
1090	Obp83b	0.562899999693036	3R	5976816	5976817	FBtr0078655	FBgn0010403
1091	fne	0.560812501702458	X	12917477	12917478	FBtr0306738	FBgn0086675
1092	fipi	0.559749998152256	2L	4794043	4794044	FBtr0077418	FBgn0031627
1093	PRAS40	0.559625000692904	2R	14481187	14481188	FBtr0347396	FBgn0267824
1094	CG43127	0.55943750217557	3L	10625598	10625599	FBtr0305199	FBgn0262592
1095	CG17224	0.559374998323619	2L	3018092	3018093	FBtr0331629	FBgn0031489
1096	CG17807	0.558875001966953	2R	22635941	22635942	FBtr0071938	FBgn0034748
1097	CG15548	0.558854159278174	3R	30959700	30959701	FBtr0085731	FBgn0039812
1098	CG31226	0.55737500730902	3R	18851797	18851798	FBtr0083676	FBgn0051226
1099	CG43902	0.557374999858439	X	10158434	10158435	FBtr0332934	FBgn0264503
1100	moon	0.557374996365979	X	12072817	12072818	FBtr0073637	FBgn0030373
1101	Sox21a	0.557349998503923	3L	14108117	14108118	FBtr0075748	FBgn0036411
1102	CG14502	0.555599994771183	2R	18288696	18288697	FBtr0301546	FBgn0034321
1103	Osi18	0.555500000715256	3R	6330248	6330249	FBtr0078611	FBgn0037428
1104	CG14062	0.555299998447299	3R	28642890	28642891	FBtr0100373	FBgn0039592
1105	Idgf4	0.555250003468245	X	9930947	9930948	FBtr0071394	FBgn0026415
1106	soti	0.555125000576178	3R	14381698	14381699	FBtr0082940	FBgn0038225
1107	Ugt301D1	0.554833330214024	2L	18509560	18509561	FBtr0081068	FBgn0032684
1108	CG7720	0.553833326635261	3R	18779574	18779575	FBtr0083679	FBgn0038652
1109	Syt1	0.552849997580051	2L	2795543	2795544	FBtr0332218	FBgn0004242
1110	CG15035	0.55249999333173	X	7403173	7403174	FBtr0071063	FBgn0029949
1111	jhamt	0.552445836613576	2L	16365903	16365904	FBtr0080859	FBgn0028841
1112	Teh1	0.552375005441718	3R	9868119	9868120	FBtr0082151	FBgn0037766
1113	Ref2	0.552312505489681	2L	12611475	12611476	FBtr0080376	FBgn0032439
1114	CG13616	0.551999994864067	3R	24392889	24392890	FBtr0084618	FBgn0039200
1115	Rh3	0.550187504966743	3R	20082449	20082450	FBtr0083876	FBgn0003249
1116	CG10710	0.547312497161329	3L	13519604	13519605	FBtr0075817	FBgn0036377
1117	CG4766	0.54650000249967	X	6000796	6000797	FBtr0070891	FBgn0027546
1118	otp	0.546200001984835	2R	20897583	20897584	FBtr0110772	FBgn0015524
1119	CG33631	0.545875002319614	3R	10064007	10064008	FBtr0091608	FBgn0053631
1120	CG12279	0.545857140528304	3R	12705094	12705095	FBtr0082656	FBgn0038080
1121	Stacl	0.545625002821907	2R	15401096	15401097	FBtr0330011	FBgn0263980
1122	CG7878	0.545250007882714	3R	8122725	8122726	FBtr0113205	FBgn0037549
1123	tok	0.544000007212162	3R	24719697	24719698	FBtr0084689	FBgn0004885
1124	Spt3	0.543749999254942	3R	12017156	12017157	FBtr0082537	FBgn0037981
1125	CG10184	0.543087500426918	3R	23605494	23605495	FBtr0084481	FBgn0039094
1126	CG14658	0.542750000332793	3R	4830512	4830513	FBtr0078874	FBgn0037283
1127	CG31750	0.54262500279583	2L	17181938	17181939	FBtr0080965	FBgn0046888
1128	CG3841	0.54151363811371	2L	9589476	9589477	FBtr0303250	FBgn0032131
1129	CG12438	0.540916668910844	2L	8752285	8752286	FBtr0079732	FBgn0032065
1130	Neto	0.540500001981854	X	13445903	13445904	FBtr0339703	FBgn0265416
1131	CG10702	0.540200001001358	2L	19069850	19069851	FBtr0081176	FBgn0032752
1132	MESR3	0.539312504930422	2L	18617256	18617257	FBtr0081073	FBgn0032694
1133	BomT1	0.538625001752128	2R	18381843	18381844	FBtr0306078	FBgn0262838
1134	Idgf3	0.53821427960481	2L	16450907	16450908	FBtr0080862	FBgn0020414
1135	GNBP-like3	0.535400002077222	2R	20526311	20526312	FBtr0086214	FBgn0034511
1136	Rab26	0.534875005483627	3L	21318774	21318775	FBtr0112677	FBgn0086913
1137	CG7848	0.533999996143393	2R	16435953	16435954	FBtr0087160	FBgn0034127
1138	CG30391	0.530250002630055	2R	21266341	21266342	FBtr0071621	FBgn0050391
1139	vib	0.530000001192093	3R	19226557	19226558	FBtr0344554	FBgn0267975
1140	CG9101	0.529849998280406	X	15229874	15229875	FBtr0074024	FBgn0030622
1141	CG8635	0.52853124969018	2R	8631836	8631837	FBtr0339356	FBgn0033317
1142	GCS2alpha	0.525666669011116	X	21604679	21604680	FBtr0070062	FBgn0027588
1143	CG32855	0.525583336750666	3R	16080991	16080992	FBtr0083234	FBgn0052855
1144	tal-AA; tal-2A; tal-1A; tal-3A	0.524339284348701					
1145	CG30056	0.52416249634698	2R	12562060	12562061	FBtr0087823	FBgn0050056
1146	CG13481	0.522916665184312	3L	14369706	14369707	FBtr0113170	FBgn0036421
1147	CG34429	0.521229169428504	3L	13063046	13063047	FBtr0112730	FBgn0085458
1148	CG14720	0.520750001072884	3R	11711676	11711677	FBtr0473586	FBgn0037940
1149	sens-2	0.520562501857057	2L	6821934	6821935	FBtr0345446	FBgn0051632
1150	gl	0.520062500610948	3R	18372737	18372738	FBtr0083585	FBgn0004618
1151	Tmhs	0.519900010898709	3L	1885657	1885658	FBtr0072836	FBgn0262624
1152	CG43922	0.518749998882413	2L	6308750	6308751	FBtr0333243	FBgn0264543
1153	CG33704	0.518500001402572	2R	20950102	20950103	FBtr0091692	FBgn0053704
1154	yrt	0.517687502782792	3R	13434983	13434984	FBtr0082793	FBgn0004049
1155	CG32066	0.517499998211861	3L	10659980	10659981	FBtr0076278	FBgn0052066
1156	mam	0.514649999793619	2R	13991203	13991204	FBtr0087596	FBgn0002643
1157	RabX2	0.513624999672175	X	10417429	10417430	FBtr0071448	FBgn0030200
1158	Rbfox1	0.513520838615174	3L	10481412	10481413	FBtr0305097	FBgn0052062
1159	CG4168	0.512187500018627	2L	15200458	15200459	FBtr0305559	FBgn0028888
1160	NAT1	0.511499997228384	2R	12915994	12915995	FBtr0087786	FBgn0010488
1161	CG6379	0.511291664510888	X	4101030	4101031	FBtr0070671	FBgn0029693
1162	CG17744	0.511166663840413	3L	7026793	7026794	FBtr0076932	FBgn0035730
1163	Taf12L	0.510791663410297	2L	4701484	4701485	FBtr0077420	FBgn0031623
1164	CG31709	0.509583332886299	2L	9579637	9579638	FBtr0079856	FBgn0051709
1165	CG12780	0.509250000707107	2R	8552289	8552290	FBtr0088736	FBgn0033301
1166	CG9692	0.508875004947186	3L	16704973	16704974	FBtr0075317	FBgn0036654
1167	Vsx1	0.508416670064131	X	5594255	5594256	FBtr0070781	FBgn0263511
1168	VhaPPA1-1	0.508250005077571	3R	14904060	14904061	FBtr0083005	FBgn0028662
1169	CG11145	0.507250002212822	2R	7428592	7428593	FBtr0089004	FBgn0033168
1170	CG31459	0.50696428858542	3R	19840845	19840846	FBtr0083812	FBgn0051459
1171	Syx7	0.506895833571131	3L	21445834	21445835	FBtr0078352	FBgn0267849
1172	CG34188	0.506249995436519	2R	15428022	15428023	FBtr0112381	FBgn0085217
1173	CG43366	0.504166665254161	2R	5893895	5893896	FBtr0307307	FBgn0263109
1174	GstE11	0.50358333500723	2R	18503608	18503609	FBtr0086697	FBgn0034354
1175	Lmpt	0.502950002253056	3L	16865295	16865296	FBtr0302781	FBgn0261565
1176	bi	0.501903569645115	X	4412856	4412857	FBtr0070672	FBgn0000179
1177	CrzR	0.501125004142523	3L	12351543	12351544	FBtr0075989	FBgn0036278
1178	side-II	0.501083329009513	2L	14972299	14972300	FBtr0299711	FBgn0259213
1179	tfc	0.500973077612714	3L	1256449	1256450	FBtr0072659	FBgn0035199
1180	CG32432	0.500583332342406	3L	20885187	20885188	FBtr0078268	FBgn0052432
1181	CG34367	0.500291669896493	2L	10352090	10352091	FBtr0301049	FBgn0085396
1182	Trpm	0.500187498517335	2R	15286596	15286597	FBtr0339077	FBgn0265194
1183	CG31013	0.498208332923241	3R	30645879	30645880	FBtr0085671	FBgn0051013
1184	CG44355	0.49775000102818	3L	12310805	12310806	FBtr0339812	FBgn0265455
1185	CheA7a	0.497583336507281	X	7378140	7378141	FBtr0071055	FBgn0029948
1186	CG18823	0.496049999073148	X	990518	990519	FBtr0070171	FBgn0042146
1187	dpr15	0.495249993400648	3R	12158594	12158595	FBtr0082549	FBgn0037993
1188	CG8138	0.495041669889664	3R	13181304	13181305	FBtr0082732	FBgn0038122
1189	nAChRalpha6	0.493749998975545	2L	9886249	9886250	FBtr0079915	FBgn0032151
1190	CG45263	0.492999994506439	3R	8477616	8477617	FBtr0345460	FBgn0266801
1191	Snoo	0.492812500189757	2L	7977064	7977065	FBtr0112717	FBgn0085450
1192	LManIV	0.491999996205171	2L	8772343	8772344	FBtr0302992	FBgn0032067
1193	CG33798	0.490916666885217	2R	12993897	12993898	FBtr0091802	FBgn0053798
1194	Trf5	0.490500003274065	2L	2696436	2696437	FBtr0300986	FBgn0031446
1195	Mcm10	0.490249997780969	2L	21179933	21179934	FBtr0081475	FBgn0032929
1196	CG43233	0.489249999324481	2L	20473384	20473385	FBtr0306287	FBgn0262878
1197	unc-13-4A	0.487666672716538	3L	7312895	7312896	FBtr0290001	FBgn0035756
1198	st	0.486750001087785	3L	16497651	16497652	FBtr0075391	FBgn0003515
1199	sbb	0.486062504118308	2R	18288760	18288761	FBtr0086766	FBgn0285917
1200	CG6629	0.485541664917643	3R	11115705	11115706	FBtr0082380	FBgn0037860
1201	CG10038	0.484999999403954	3R	12350643	12350644	FBtr0082614	FBgn0038013
1202	prage	0.483262500935234	X	1773719	1773720	FBtr0309966	FBgn0283741
1203	Neurochondrin	0.483062499202788	3R	6468437	6468438	FBtr0081729	FBgn0037447
1204	Ppa	0.48233333354195	2R	22688986	22688987	FBtr0071924	FBgn0020257
1205	Rim	0.481999995186925	3R	17916577	17916578	FBtr0305016	FBgn0053547
1206	side-V	0.481666671733061	2R	23203972	23203973	FBtr0112596	FBgn0085400
1207	CG5440	0.481291667907499	2L	1334128	1334129	FBtr0305552	FBgn0031331
1208	Or85b	0.481125011574477	3R	8511357	8511358	FBtr0081900	FBgn0037590
1209	Tps1	0.480900001898408	2L	4388327	4388328	FBtr0077431	FBgn0027560
1210	Or24a	0.480083328361313	2L	4166133	4166134	FBtr0289965	FBgn0026394
1211	CG42514	0.479837503703311	3L	16495267	16495268	FBtr0300657	FBgn0260388
1212	CG2113	0.479625001549721	3L	2995172	2995173	FBtr0072979	FBgn0035384
1213	Idgf5	0.479199996590614	2R	18393666	18393667	FBtr0086668	FBgn0064237
1214	Fmo-2	0.478950004186481	2R	6645097	6645098	FBtr0086148	FBgn0033079
1215	MtnC	0.478458333799305	3R	20360308	20360309	FBtr0083884	FBgn0038790
1216	CG13384	0.477958331893509	2L	8384455	8384456	FBtr0079654	FBgn0032036
1217	CG14184	0.477949997037649	3L	20029019	20029020	FBtr0074872	FBgn0036932
1218	CG13527	0.477062501013279	2R	22763706	22763707	FBtr0071880	FBgn0034776
1219	MTA1-like	0.47241666726768	3R	5647909	5647910	FBtr0290206	FBgn0027951
1220	CCKLR-17D1	0.471750006079674	X	18726571	18726572	FBtr0299681	FBgn0259231
1221	CG13334	0.469812495517544	2R	13558545	13558546	FBtr0087677	FBgn0033856
1222	r-cup	0.469687495147809	X	21025887	21025888	FBtr0077269	FBgn0031142
1223	CG7860	0.469166666288705	X	15568993	15568994	FBtr0074045	FBgn0030653
1224	CG14069	0.468812494538724	2L	10910540	10910541	FBtr0080175	FBgn0032315
1225	CG44954	0.468624997884035	3R	30621905	30621906	FBtr0343926	FBgn0266259
1226	Or69a	0.46815000064671	3L	12965738	12965739	FBtr0075902	FBgn0041622
1227	CG30377	0.46708333104228	2R	7890025	7890026	FBtr0088844	FBgn0050377
1228	CG44837	0.466166665156682	3L	11863446	11863447	FBtr0343554	FBgn0266100
1229	Pura	0.465895832694757	3L	7593091	7593092	FBtr0089850	FBgn0035802
1230	CG17580	0.464749993135532	2R	12806614	12806615	FBtr0087857	FBgn0040755
1231	CG7065	0.464666672050953	X	9142493	9142494	FBtr0071299	FBgn0030091
1232	raw	0.464333337421219	2L	8714582	8714583	FBtr0340231	FBgn0003209
1233	CG2003	0.463541667132328	3R	31978121	31978122	FBtr0085870	FBgn0039886
1234	CG17032	0.463500000629574	3L	15958843	15958844	FBtr0075511	FBgn0036547
1235	Best1	0.463400002010167	3R	10170486	10170487	FBtr0082183	FBgn0040238
1236	CG32182	0.46333333166937	3L	17758112	17758113	FBtr0075188	FBgn0052182
1237	CG44422	0.463000003248453	X	11293698	11293699	FBtr0340338	FBgn0265595
1238	htl	0.462645833613351	3R	18049365	18049366	FBtr0083549	FBgn0010389
1239	CG17816	0.462374989874661	3R	7886732	7886733	FBtr0081770	FBgn0037525
1240	ppk12	0.462249997304753	2R	22427479	22427480	FBtr0071830	FBgn0034730
1241	CG15572	0.461291661175589	X	4268701	4268702	FBtr0070647	FBgn0029702
1242	sr	0.460750000344382	3R	18090803	18090804	FBtr0083542	FBgn0003499
1243	twz	0.460416663748523	2R	21571453	21571454	FBtr0071692	FBgn0034636
1244	chm	0.459950005635619	2L	7412417	7412418	FBtr0079443	FBgn0028387
1245	Srrm234	0.457500006072223	3L	1664240	1664241	FBtr0072808	FBgn0035253
1246	SkpA	0.457499999552965	X	656114	656115	FBtr0070124	FBgn0025637
1247	Rfx	0.456875002710149	3R	10367478	10367479	FBtr0337104	FBgn0020379
1248	CG11123	0.456250000745058	2R	7440706	7440707	FBtr0088971	FBgn0033169
1249	CG14756	0.453541667976727	2R	8205705	8205706	FBtr0088804	FBgn0033275
1250	ergic53	0.45325000025332	3L	8534977	8534978	FBtr0076626	FBgn0035909
1251	CG43124	0.451249998062849	3R	28264772	28264773	FBtr0305116	FBgn0262587
1252	Ttc30	0.451187498052605	2L	13106807	13106808	FBtr0336855	FBgn0032470
1253	l(2)37Cg	0.450999996624887	2L	19133482	19133483	FBtr0081161	FBgn0086447
1254	cwo	0.450535717819418	3R	10388258	10388259	FBtr0082246	FBgn0259938
1255	svp	0.450500001044323	3R	12258737	12258738	FBtr0082562	FBgn0003651
1256	ft	0.450416671213073	2L	4221795	4221796	FBtr0077478	FBgn0001075
1257	scrib	0.450124995782971	3R	26536350	26536351	FBtr0308633	FBgn0263289
1258	CG4661	0.448999995365739	X	12857721	12857722	FBtr0073699	FBgn0030429
1259	kis	0.448999994744857	2L	221961	221962	FBtr0078145	FBgn0266557
1260	CG9759	0.448249998269603	3R	13609245	13609246	FBtr0082861	FBgn0038160
1261	CG31038	0.447812496626284	3R	29877059	29877060	FBtr0085494	FBgn0051038
1262	Mal-B2	0.44760000356473	2L	11849958	11849959	FBtr0080276	FBgn0032382
1263	CG43098	0.446916661846141	3L	3659068	3659069	FBtr0304986	FBgn0262544
1264	CG14984	0.44669999894686	3L	3952419	3952420	FBtr0290224	FBgn0035480
1265	Src64B	0.44637499935925	3L	4613095	4613096	FBtr0302594	FBgn0262733
1266	CG11398	0.445333330581586	X	1215155	1215156	FBtr0070250	FBgn0040366
1267	Rgl	0.444999990984798	3L	13919964	13919965	FBtr0075793	FBgn0026376
1268	BigH1	0.444874999695458	3R	14663450	14663451	FBtr0082969	FBgn0038252
1269	veil	0.444874998182058	2R	17478158	17478159	FBtr0340209	FBgn0034225
1270	Ugt316A1	0.441333336134752	3L	19062815	19062816	FBtr0075037	FBgn0036842
1271	CG15734	0.440250002546236	X	12087024	12087025	FBtr0300834	FBgn0030374
1272	CG12620	0.44018749834504	2L	17087641	17087642	FBtr0080953	FBgn0032626
1273	AcCoAS	0.439821431147201	3L	21276344	21276345	FBtr0078414	FBgn0012034
1274	CG32196	0.438749998807907	3L	18461023	18461024	FBtr0273401	FBgn0052196
1275	OtopLa	0.438178568147123	X	5637593	5637594	FBtr0300466	FBgn0259994
1276	Gyc89Db	0.437749991193414	3R	16477110	16477111	FBtr0083294	FBgn0038436
1277	Dfd	0.436999998986721	3R	6791836	6791837	FBtr0081621	FBgn0000439
1278	CG3376	0.436699997633696	2R	24258013	24258014	FBtr0072265	FBgn0034997
1279	CG33669	0.436374996323139	X	6400099	6400100	FBtr0302419	FBgn0053669
1280	RpL22-like	0.435520831883574	2R	23247892	23247893	FBtr0072049	FBgn0034837
1281	CG31418	0.435312503948808	3R	17283795	17283796	FBtr0083432	FBgn0051418
1282	Ugt36F1	0.435312495566905	2L	18819344	18819345	FBtr0300818	FBgn0027074
1283	ProtB	0.43466666713357	2L	14883720	14883721	FBtr0080681	FBgn0013301
1284	CG31191	0.434583331768711	3R	20945529	20945530	FBtr0083984	FBgn0051191
1285	CG12540	0.43345833554243	X	14496135	14496136	FBtr0073929	FBgn0030570
1286	CG31140	0.433199995756149	3R	23963180	23963181	FBtr0084498	FBgn0051140
1287	CG1628	0.432761902277846	X	10601645	10601646	FBtr0310444	FBgn0030218
1288	CG32395	0.431100002862513	3L	6667815	6667816	FBtr0300026	FBgn0041232
1289	sdt	0.431000006385148	X	8178549	8178550	FBtr0100376	FBgn0261873
1290	Vmat	0.430999998468906	2R	13529874	13529875	FBtr0091492	FBgn0260964
1291	CG13801	0.430625002831221	3L	2360557	2360558	FBtr0072888	FBgn0035332
1292	scyl	0.430124998752338	3L	11252307	11252308	FBtr0076168	FBgn0041094
1293	Men-b	0.429999999701977	3R	27151662	27151663	FBtr0085110	FBgn0029155
1294	CG11380	0.429624998942018	X	1191308	1191309	FBtr0345506	FBgn0040359
1295	CG32055	0.42841666440169	3L	10220163	10220164	FBtr0076304	FBgn0052055
1296	Cog8	0.428333335866531	2L	11498947	11498948	FBtr0080248	FBgn0287204
1297	5-HT1B	0.428250007331371	2R	19032641	19032642	FBtr0086599	FBgn0263116
1298	CG42685	0.427830355557879	2L	14730176	14730177	FBtr0473612	FBgn0261571
1299	CG10116	0.425499993065993	3L	13457237	13457238	FBtr0075824	FBgn0036367
1300	CG3625	0.424937495496124	2L	285725	285726	FBtr0078136	FBgn0031245
1301	CG31086	0.424550000950694	3R	26185251	26185252	FBtr0307341	FBgn0051086
1302	jumu	0.424500008113682	3R	10350182	10350183	FBtr0082237	FBgn0015396
1303	CG32795	0.423800002736971	X	2789321	2789322	FBtr0345318	FBgn0040384
1304	BG642167	0.423666673401991	3R	25806445	25806446	FBtr0110770	FBgn0250831
1305	CG42813	0.423500003914038	3R	27228521	27228522	FBtr0303825	FBgn0261995
1306	CG18765	0.421833331386248	3R	11691798	11691799	FBtr0113346	FBgn0042110
1307	CG3610	0.42108333351401	3R	14845043	14845044	FBtr0082994	FBgn0038266
1308	CG2053	0.420416668678323	3R	32038330	32038331	FBtr0085873	FBgn0039887
1309	Pp1-13C	0.42014999948442	X	15361060	15361061	FBtr0074017	FBgn0003132
1310	CG3939	0.419749996491841	X	3175018	3175019	FBtr0070508	FBgn0040396
1311	Brd	0.419500001706183	3L	14972667	14972668	FBtr0075621	FBgn0000216
1312	CG17325; CG42305	0.41862500179559					
1313	OdsH	0.417845237401447	X	17791010	17791011	FBtr0074461	FBgn0026058
1314	Had2	0.417083332315087	2R	14629910	14629911	FBtr0087499	FBgn0033949
1315	LanA	0.416900000534952	3L	6218021	6218022	FBtr0077014	FBgn0002526
1316	CG42302	0.416083333858599	X	18725671	18725672	FBtr0299682	FBgn0259198
1317	Cyp9h1	0.415916662663221	2R	12842557	12842558	FBtr0087820	FBgn0033775
1318	frma	0.415708330925554	X	5496051	5496052	FBtr0346264	FBgn0029769
1319	CG15185	0.415583333621422	3R	6527508	6527509	FBtr0081675	FBgn0037449
1320	numb	0.415100000053644	2L	9437469	9437470	FBtr0079821	FBgn0002973
1321	CG43207	0.415083330124617	2R	23152748	23152749	FBtr0306079	FBgn0262843
1322	beat-Ia	0.414937503403053	2L	16049965	16049966	FBtr0080806	FBgn0013433
1323	CG13723	0.414937499095686	3L	17264416	17264417	FBtr0075213	FBgn0036705
1324	erm	0.414437495986931	2L	1954552	1954553	FBtr0077870	FBgn0031375
1325	betaNACtes3	0.414333330467343	X	14378806	14378807	FBtr0073914	FBgn0052601
1326	blot	0.414208331513995	3L	17403733	17403734	FBtr0075235	FBgn0027660
1327	TrissinR	0.412124998867512	2L	5824004	5824005	FBtr0330222	FBgn0085410
1328	CG6154	0.411374995717779	3R	26262662	26262663	FBtr0300399	FBgn0039420
1329	CG43774	0.410999998450279	2L	4008653	4008654	FBtr0331499	FBgn0264296
1330	CG6508	0.410499998508021	2L	10819107	10819108	FBtr0080139	FBgn0032303
1331	beat-IIb	0.410208334952282	3R	17247876	17247877	FBtr0083411	FBgn0038494
1332	CG15475	0.410000003874302	2L	20614522	20614523	FBtr0081381	FBgn0032867
1333	CG17375	0.408500000834465	2L	6805791	6805792	FBtr0300821	FBgn0031861
1334	CG31008	0.408250002190471	3R	30990005	30990006	FBtr0085748	FBgn0051008
1335	Lsp1gamma	0.40800000478824	3L	66430	66431	FBtr0072463	FBgn0002564
1336	CG15198	0.407937497831881	X	11248236	11248237	FBtr0073447	FBgn0030283
1337	CG32523	0.407250002957881	X	21217878	21217879	FBtr0077183	FBgn0052523
1338	bdg	0.406800004094839	2R	15928329	15928330	FBtr0087299	FBgn0034049
1339	CG6888	0.406249996647239	3L	15207844	15207845	FBtr0075644	FBgn0036490
