gene_symbol,start,end,width,width.1,Conc,Conc_Cph_NanoDam,Conc_control,Fold,p.value,FDR,geneChr,geneStart,geneEnd,geneLength,geneStrand,distanceToTSS,significance_score,rank
CG34450,9338199,9338598,400,401,11.6006630862436,12.0865461461054,10.8626323877165,0.744606700637616,0.0011549228232549,0.029949989544591,6,9329016,9330487,1472,2,-7712,1.523603324884928,428
CG43218,21260699,21261098,400,401,10.2069734883454,10.6363138066725,9.59297279649082,0.744484285955792,0.0004558194175854,0.0156137876396628,3,21258020,21258758,739,1,2679,1.8064917316928502,429
CG13198,11655879,11656278,400,401,11.8886757456278,12.343455769757,11.2207848604062,0.744185969468496,0.0007822657798419,0.0229723598018656,2,11654898,11655762,865,1,981,1.6387943902516973,430
CG14995,4100816,4101215,400,401,11.6378735079119,12.1663318033336,10.7952096188081,0.744102007740809,0.001597475207866,0.0371900902464738,3,4094343,4101214,6872,2,0,1.4295727677690717,431
CG7378,18899153,18899552,400,401,9.50708765066632,9.94576169694367,8.87365758374927,0.742461278012308,0.0005997311559624,0.0189821386938525,6,18900410,18909287,8878,1,-858,1.7216548577352806,432
Clk,7773316,7773715,400,401,12.7455444365106,13.2523177864954,11.957506552622,0.742198791523669,0.0014202146163123,0.0340177104326221,3,7763233,7775603,12371,2,1888,1.4682949199985744,433
knrl,20622003,20622402,400,401,10.1807413390971,10.6387239340758,9.50585217233863,0.741367834250707,0.0008619631046559,0.0245559256558972,3,20598125,20620659,22535,2,-1344,1.6098436901346496,434
Rbfox1,10516955,10517354,400,401,12.3852050926145,12.9784675247835,11.3600148929842,0.740880633845813,0.0021088353388149,0.0448716204226745,3,10516003,10594012,78010,1,952,1.3480282467602431,435
CG32547,18478894,18479293,400,401,8.9041130029515,9.33892579080793,8.27876767262957,0.740130700587866,0.0005770354801468,0.0185090245969788,6,18443027,18479487,36461,2,194,1.7326164674335607,436
CG11791,25051183,25051582,400,401,13.1506621832457,13.5636788293869,12.5697329164521,0.739565693820481,0.0003111511687444,0.0119194577774077,4,25050243,25053074,2832,1,940,1.923743500437718,437
Tret1,11663673,11664072,400,401,10.6649048453458,11.0685529364909,10.1024549167196,0.73945385687589,0.0002108957331236,0.0090271093753852,2,11665768,11674782,9015,1,-1696,2.044451295455569,438
asRNA:CR44224,10503335,10503734,400,401,8.7818508214946,9.22174368254124,8.1458548363045,0.738819838962129,0.0006598010294612,0.0202670306101781,1,10506301,10507015,715,1,-2567,1.693209876569975,439
lncRNA:CR42874,1988862,1989261,400,401,11.737811409617,12.1721185518696,11.1135198616076,0.738730853883037,0.0005873897349233,0.0187476438348683,1,1989450,1990894,1445,1,-189,1.7270533057396573,440
CG44815,9447627,9448026,400,401,10.2925808051003,10.7813812797641,9.54771255094925,0.737746849804032,0.0012984256037518,0.0320642323757225,6,9445815,9446212,398,2,-1415,1.493979152720963,441
Adar,1774921,1775320,400,401,11.9341915051458,12.3951188573658,11.252823517402,0.737034097374977,0.0009648994126507,0.0265476335726645,6,1774527,1784001,9475,1,394,1.5759741853974831,442
shn,11174681,11175080,400,401,8.32854928124264,8.81529821702345,7.5884940470304,0.736016612677293,0.0013040129375518,0.0321319279870896,2,11173803,11217394,43592,1,878,1.4930632150325673,443
lili,24810955,24811354,400,401,11.7013269221734,12.1656849160319,11.0123574112895,0.734881019107866,0.0010434627871389,0.0279581033990846,4,24805445,24814012,8568,2,2658,1.5534922932714743,444
lncRNA:CR45915,6812214,6812613,400,401,10.6731024025629,11.218011585102,9.78699355422793,0.734765183316709,0.0018923901348525,0.0417510602221975,4,6810819,6811246,428,1,1395,1.3793324916102325,445
CG15210,10840351,10840750,400,401,12.3797639243612,12.8670683442456,11.6384077542557,0.734553195947743,0.0013333914547517,0.0326222930078487,6,10839230,10839895,666,1,1121,1.486485515838471,446
mnd,14985949,14986348,400,401,12.2751314889907,12.8114877988733,11.4118348085951,0.73445952869348,0.0018283829003886,0.0407230736904746,3,14985100,14991667,6568,1,849,1.3901594498158525,447
CG15706,16224894,16225293,400,401,9.83538151068394,10.2406126973511,9.26983390550896,0.733848985227112,0.0002731458487166,0.0108269290573735,2,16223218,16225326,2109,2,33,1.965494708892961,448
CG7236,5707198,5707597,400,401,8.51151024385192,9.04119905817465,7.66565847335751,0.733330619866314,0.0017928950928403,0.0403054450466714,1,5708391,5713791,5401,1,-794,1.3946362790702254,449
smal,6196931,6197330,400,401,12.0158922232073,12.5090681192398,11.2606819434528,0.733169562919429,0.0014249823667892,0.0340818534327385,1,6179133,6211114,31982,1,17798,1.4674767955449037,450
ASPP,21224702,21225101,400,401,8.83055530455009,9.28522930349298,8.16289526192958,0.732887893546925,0.00094752965505,0.0262588385808522,2,21217856,21223854,5999,2,-848,1.5807244865131644,451
CG10650,18995457,18995856,400,401,11.6881431488072,12.104936643636,11.099662231949,0.732776180900163,0.0004264689839841,0.0148657379579834,1,18993360,18995934,2575,2,78,1.827813526881169,452
rgn,21384023,21384422,400,401,13.1611722632645,13.6778088034868,12.3486459747729,0.731462270208153,0.0017023725510128,0.0388240548535508,3,21382501,21424416,41916,1,1522,1.4108991080883613,453
LamC,14578317,14578716,400,401,10.0480026654092,10.4857949899871,9.41642466051741,0.731307233744156,0.0007340426471574,0.0219572640675872,2,14570810,14575771,4962,2,-2546,1.6584217750768226,454
asRNA:CR45164,23146433,23146832,400,401,8.24898138830622,8.82346628658157,7.27996522608641,0.730719539895868,0.0021719735588617,0.0457608679784745,3,23149530,23150668,1139,1,-2698,1.3395057465689035,455
Vkor,16776151,16776550,400,401,9.17741940783013,9.66035224894825,8.44625640263187,0.730187808694341,0.0013536922309484,0.0329271423511028,2,16778365,16778994,630,1,-1815,1.4824459587809473,456
nec,7160708,7161107,400,401,11.6706294905772,12.0922986553745,11.0723115004429,0.730119093465343,0.0005236577807144,0.0172044654008675,2,7156477,7158241,1765,2,-2467,1.7643588177864649,457
mRpL32,31253641,31254040,400,401,9.57450672301762,10.0090545479118,8.94971372640183,0.730057212501058,0.0007055339478602,0.0212698437925109,4,31252872,31253686,815,1,769,1.6722356995800947,458
Mondo,21304247,21304646,400,401,9.34742897782751,9.77790021663407,8.73109466436342,0.72920229480628,0.0006612212017145,0.0202740350585293,1,21286078,21304109,18032,2,-138,1.693059806844486,459
Glut4EF,9926508,9926907,400,401,10.3417985314407,10.8161294787516,9.63039619333731,0.727303975483311,0.0013001274766803,0.0320669025288599,4,9928917,9945166,16250,1,-2010,1.4939429882970585,460
CG5004,17110565,17110964,400,401,12.1348417700499,12.5424066834681,11.5647093188669,0.725821695205266,0.0003811272302985,0.0137317899151675,6,17107582,17135988,28407,1,2983,1.8622728495356422,461
CG32102,12470405,12470804,400,401,9.21749015948437,9.63686653382567,8.62381056408881,0.724484507132569,0.0005616514845414,0.0181285877538623,3,12469072,12469784,713,2,-621,1.7416360268252744,462
Or71a,15077394,15077793,400,401,11.0128057805449,11.5122814936127,10.242517433322,0.724223297046966,0.0016570310893176,0.0380939452839101,3,15076907,15078447,1541,2,654,1.4191440463387435,463
Hsp27,9384281,9384680,400,401,13.4977154563731,13.9491093625406,12.8371704541343,0.721756371160455,0.0010813543156864,0.0287077809814583,3,9384063,9385694,1632,1,218,1.5420003757637755,464
Tmep,1570945,1571344,400,401,9.63610415699553,10.0581449889118,9.0370321686841,0.720428967407405,0.0006602049232781,0.0202670306101781,3,1571901,1574732,2832,1,-557,1.693209876569975,465
Chs2,21962476,21962875,400,401,13.3347678683509,13.8560754566141,12.5104380783548,0.719983491768308,0.0019614961040458,0.0426626452022464,3,21962401,21969964,7564,1,75,1.3699522205901977,466
lab,6681266,6681665,400,401,9.51300510814636,10.0189225180885,8.72706508058308,0.719657380194066,0.0018157735874519,0.0405716065556014,4,6661427,6678590,17164,2,-2676,1.39177779475024,467
lncRNA:CR44544,10784278,10784677,400,401,10.1277211654125,10.6138249152049,9.38917484885574,0.719022910197011,0.0016016081960091,0.0372281451737883,3,10784590,10785360,771,1,0,1.4291286011937918,468
Exn,16972604,16973003,400,401,11.3682746747691,11.8579156545179,10.6214279212682,0.718138541683793,0.001660792214084,0.0381463211672419,3,16970013,16994388,24376,1,2591,1.4185473390670347,469
CG11413,24535884,24536283,400,401,10.8331098148888,11.2626730598901,10.2186495635857,0.718108295002192,0.0008108605364637,0.0234638777283794,2,24536190,24536791,602,1,0,1.6296002131552096,470
CG15611,17108497,17108896,400,401,12.4998298479048,12.9670568070715,11.8044584709414,0.716322865749973,0.001406553441288,0.0338043079164041,2,17108844,17114360,5517,1,0,1.4710279510505522,471
bnl,19836685,19837084,400,401,12.4394392457249,12.8900678671091,11.7805469132656,0.715662978992806,0.0011788923294278,0.0301461284041078,4,19794073,19836817,42745,2,0,1.520768455354591,472
CG43245,10772262,10772661,400,401,10.9206272768627,11.3212356770723,10.3640971225902,0.714893320082099,0.0004086982569829,0.0144221710025886,3,10771925,10773399,1475,1,337,1.8409693593478074,473
snoRNA:CD71,10540322,10540721,400,401,11.2345219812664,11.7300768370639,10.4736440951273,0.714864199827351,0.0017955311962482,0.0403054450466714,3,10537618,10537758,141,1,2704,1.3946362790702254,474
Ets97D,26912137,26912536,400,401,9.62268782652031,10.0284179841854,9.05616178809189,0.714648340367668,0.0004866135369883,0.0164279963766724,4,26910775,26912886,2112,2,350,1.7844154016055387,475
HmgZ,21707159,21707558,400,401,11.4661196190808,11.8951227889791,10.8528135400247,0.713911598924586,0.0008698958414577,0.0247271497475148,2,21697990,21707861,9872,2,303,1.6068259410695915,476
Hsp68,24056397,24056796,400,401,12.1982322952925,12.6618949141108,11.5108082807115,0.713700708879478,0.0014073630234584,0.0338043079164041,4,24055080,24057310,2231,2,514,1.4710279510505522,477
Ypel,10211235,10211634,400,401,11.1944424028007,11.6090599591781,10.6103194213466,0.713589312117229,0.0006425832894931,0.0198742132380145,6,10205292,10212374,7083,2,740,1.7017100547797672,478
BNIP3,20516648,20517047,400,401,11.6205513373088,12.0264499538914,11.0536947410929,0.713489050611098,0.0005055213277105,0.0168485769915034,3,20514598,20517304,2707,2,257,1.7734367731804745,479
CG10616,12472529,12472928,400,401,10.3474293435544,10.7546759874447,9.77792346162308,0.712106732989186,0.000546024831608,0.0176907919308773,3,12471728,12474428,2701,1,801,1.752252725399385,480
emp,24981910,24982309,400,401,11.5276613521082,11.968015942293,10.8906915481013,0.711655246262629,0.0010929244996346,0.0289253937789104,2,24976605,24981158,4554,2,-752,1.5387207200220625,481
CR9337,20861392,20861791,400,401,10.6919008743628,11.1019052469886,10.1169522541057,0.710753494082436,0.0006078471913998,0.0191628296553455,1,20862547,20863775,1229,2,1984,1.7175403609690867,482
ear,15321196,15321595,400,401,10.6034833373778,10.9893941842674,10.0750672500521,0.708167546311848,0.0002745780991742,0.0108669563096251,4,15320756,15325279,4524,1,440,1.963892079007965,483
CG7781,8326148,8326547,400,401,9.39652074825973,9.93491317944253,8.52783817029287,0.707640833840145,0.0023626777537385,0.0486628384426941,1,8321280,8325409,4130,2,-739,1.3128025628107278,484
CG15890,14768216,14768615,400,401,8.66989375472783,9.18379209735912,7.86422452846065,0.706823118952553,0.0021625483391983,0.0456265835709477,6,14757531,14765787,8257,2,-2429,1.3407820491285767,485
SCaMC,12413488,12413887,400,401,9.63096930772144,10.0679911764645,9.00100678123781,0.706515504263823,0.0011366229300278,0.0296334876861383,3,12402295,12414842,12548,2,955,1.52821723162132,486
CG43897,9829680,9830079,400,401,10.7309776561049,11.1571499787086,10.1234843261332,0.706303528539489,0.0009561308733276,0.0263910587085333,3,9829422,9834345,4924,1,258,1.5785431871936944,487
Atpalpha,20951679,20952078,400,401,12.4871907084475,12.8981032831375,11.9104428429178,0.705489114209123,0.000704853625028,0.0212698437925109,4,20948780,20975284,26505,1,2899,1.6722356995800947,488
bon,20593472,20593871,400,401,12.0355457808458,12.4591079143517,11.4333813953103,0.705197401899925,0.0009299366420641,0.0258343629774295,4,20593139,20612540,19402,1,333,1.5878022428002652,489
TP53INP,4408704,4409103,400,401,10.5662672495102,11.0883051388105,9.74007978922727,0.705004232796578,0.0022781668133192,0.0474925780167239,3,4407145,4420648,13504,1,1559,1.323374255180057,490
CG33080,5718369,5718768,400,401,11.609323772114,12.0915864134984,10.8797144011446,0.703989771028042,0.0018627439092194,0.0412384570263954,6,5708559,5717778,9220,2,-591,1.384697592599441,491
Nost,9044970,9045369,400,401,8.61596235027438,9.07108990482276,7.94731442877262,0.702860239212866,0.0015006721210278,0.0356084999384558,6,9042644,9054575,11932,1,2326,1.448446321247763,492
CG7778,8349008,8349407,400,401,12.0181230298239,12.4412350835942,11.4168745658861,0.702236219206666,0.0009759888386051,0.0267668580736859,1,8346620,8351112,4493,1,2388,1.5724026038351895,493
lncRNA:CR44651,20531524,20531923,400,401,12.8691519215931,13.2933765749428,12.2656377149475,0.702217644233914,0.0009958672518609,0.027052465738251,2,20531867,20532969,1103,1,0,1.5677931443203574,494
Hipk,567133,567532,400,401,13.0439590896348,13.5450381951551,12.2697972639306,0.70218198058728,0.0021277323553745,0.0451616459092503,3,569326,576047,6722,1,-1794,1.3452302386629378,495
LRR,7688025,7688424,400,401,11.6794639186945,12.1664064848134,10.9389553950156,0.702051805569459,0.0019647784659326,0.0426891267196926,2,7677070,7681836,4767,2,-6189,1.3696827293538854,496
CG3349,14980305,14980704,400,401,10.6713715487648,11.054694101939,10.147821004596,0.701907948300729,0.0003035019347784,0.011670534039128,3,14979620,14982432,2813,1,685,1.9329092703522468,497
lncRNA:CR46416,20477140,20477539,400,401,9.50537556849401,9.90758390053934,8.94573414251244,0.700535759795878,0.0006290896295877,0.0195924100740244,1,20477264,20477586,323,1,0,1.7079121378965012,498
CG42364,21666051,21666450,400,401,10.6999946595841,11.1150916872333,10.1149130947529,0.699378145299458,0.0008851255075268,0.0249123125614084,2,21665940,21666579,640,1,111,1.6035859558821137,499
CG42331,24773049,24773448,400,401,9.45579551611691,9.89127188982536,8.82906552055038,0.698019693983458,0.0012802615344813,0.0318517678670519,4,24773947,24784562,10616,1,-499,1.496866458035127,500
lncRNA:CR32027,18843426,18843825,400,401,11.0274930636461,11.4654691890989,10.3955292732991,0.69794505605777,0.0013238799655455,0.0324947433773861,3,18841579,18842786,1208,1,1847,1.4881868884622653,501
lncRNA:CR45542,9592122,9592521,400,401,11.0932899355763,11.5175575118016,10.4896882126874,0.697661476263755,0.0010849253180863,0.0287728905234753,6,9590093,9590619,527,2,-1503,1.5410165067110853,502
Cat,18825977,18826376,400,401,10.0772424573051,10.5211585726541,9.4327284363102,0.696908406301712,0.001444737534476,0.0344766911636321,3,18822604,18828188,5585,1,3373,1.4624744214532137,503
Gmppb,4811119,4811518,400,401,9.92620609288497,10.3342011389179,9.35522619792034,0.696862994696775,0.000799269205135,0.0232329946916378,4,4811444,4815812,4369,1,0,1.6338948068063681,504
CatB,8704442,8704841,400,401,12.6990906830308,13.1260311658025,12.0900234838293,0.696465995289952,0.0011574516711643,0.0299853416321274,1,8705572,8707440,1869,1,-731,1.5230909987487444,505
GlcAT-S,9617524,9617923,400,401,11.3498337145907,11.7291294586947,10.8338031856806,0.69635199263972,0.0003051182802354,0.0117151757597864,1,9616836,9623109,6274,1,688,1.9312511914090773,506
lncRNA:CR46258,491350,491749,400,401,9.77878264765659,10.2807184924805,9.00254506827469,0.69534554829072,0.0022951167812448,0.0477298942583061,1,491879,492649,771,1,-130,1.3212095277767486,507
Psi,16866870,16867269,400,401,11.5264862290776,11.917470281344,10.9884599563011,0.694821522372862,0.0005182956352913,0.0170573203984157,2,16861321,16867714,6394,2,445,1.7680891928393587,508
Jhbp15,21053540,21053939,400,401,9.59027447404631,10.082798401774,8.836611930927,0.694674077333804,0.0022048675476856,0.0462267462626017,4,21050014,21050975,962,2,-2565,1.3351066739408353,509
Ih,14286363,14286762,400,401,11.305194131585,11.7377609241282,10.6845208441956,0.69461777891568,0.001298772794383,0.0320642323757225,2,14288137,14295555,7419,1,-1375,1.493979152720963,510
Eip75B,18058167,18058566,400,401,12.1168629637531,12.5652370615837,11.4628233370605,0.69432865123842,0.001580122584937,0.0369197579450538,3,17953358,18059598,106241,2,1032,1.432741154977438,511
RluA-1,10472063,10472462,400,401,9.9177129496705,10.3425285413684,9.31299317203058,0.693512755717814,0.0011782529196782,0.0301461284041078,1,10463340,10474349,11010,2,1887,1.520768455354591,512
LManVI,8779623,8780022,400,401,8.41332816807872,8.91864243230171,7.62886383745236,0.692940439659066,0.002390723977023,0.0490905881377405,1,8777661,8781252,3592,2,1230,1.3090017647335954,513
vig,15067023,15067422,400,401,12.7607049765254,13.2001174368509,12.125721162135,0.691652078693099,0.0014863790116408,0.0353392791815709,1,15062931,15068078,5148,2,656,1.4517423130821925,514
Calx,20985669,20986068,400,401,12.7381374885325,13.1795098750688,12.0990176540209,0.690817377250123,0.0015401588870212,0.0363158454341168,4,20985979,21013360,27382,1,0,1.4399038409945901,515
Tango2,13617323,13617722,400,401,9.47701144962927,9.8963684921719,8.88337086852442,0.690737206540774,0.0011351641364607,0.0296334876861383,6,13616989,13619207,2219,1,334,1.52821723162132,516
lncRNA:CR45541,9583184,9583583,400,401,11.7638459991777,12.1872729541953,11.1619567957984,0.690315145728533,0.0012208861862279,0.0308216851233701,6,9584177,9584575,399,1,-594,1.5111436206541164,517
spdi,616526,616925,400,401,11.7817168305428,12.1663334820816,11.2557367482448,0.689935867756038,0.0004748184936166,0.0161356747005124,6,610549,617582,7034,2,657,1.7922128701991396,518
CG9270,20936941,20937340,400,401,9.74591817670379,10.1754895931215,9.13144107603711,0.689093579480067,0.0013663517892252,0.0331122205729437,1,20929456,20934113,4658,2,-2828,1.4800116935989234,519
smp-30,14744366,14744765,400,401,12.1091577409829,12.5227419113696,11.527097513283,0.688591176142999,0.0010645627559432,0.0283204518062465,4,14745901,14747325,1425,2,2560,1.547899822472573,520
Mvl,21057549,21057948,400,401,11.9592435264389,12.398724337251,11.3241157662244,0.687790812122553,0.0015773364759513,0.0368881644034987,4,21051383,21060653,9271,2,2705,1.4331129552168318,521
lncRNA:CR44620,13390938,13391337,400,401,11.3481430379276,11.7669364875409,10.7556391736147,0.687128400463296,0.0011997336910239,0.0305273483695253,6,13390235,13390560,326,2,-378,1.515310917237392,522
Raf,2294424,2294823,400,401,12.4864977121249,12.8894491925441,11.9254076776101,0.687096380974421,0.000880260155754,0.0248297066960233,6,2295466,2343870,48405,1,-643,1.6050284105723365,523
plx,5702110,5702509,400,401,10.4680750437139,10.8540862708325,9.93946975182694,0.685297323541903,0.0005715738918573,0.0183796729600378,4,5702577,5712837,10261,1,-68,1.73566222052959,524
red,14299709,14300108,400,401,10.8449341860278,11.2771539253062,10.2249808321507,0.685231387737088,0.001501855099445,0.0356084999384558,4,14298612,14302276,3665,1,1097,1.448446321247763,525
upd3,18279950,18280349,400,401,10.9925054409947,11.3891036045626,10.4437292963751,0.684884038697777,0.0007935383558661,0.0230925047563981,6,18277233,18284596,7364,1,2717,1.636528958252802,526
lncRNA:CR46035,17707664,17708063,400,401,12.8054361824901,13.2272410688045,12.2068429233625,0.684110926677669,0.0013263160562198,0.0324947433773861,4,17703695,17705581,1887,1,3969,1.4881868884622653,527
CG6236,15327441,15327840,400,401,12.2138555401743,12.6625936421316,11.5590340365969,0.683952095861814,0.0018337057575921,0.040735820910241,4,15325325,15328269,2945,2,429,1.3900235273416652,528
trbd,9710603,9711002,400,401,10.6647183526725,11.0609294189656,10.1166873443447,0.683737500611354,0.0008043642366406,0.0233547065322582,4,9705996,9711037,5042,2,35,1.6316255855468957,529
CG34194,17542049,17542448,400,401,11.1261629790487,11.5870061861472,10.4449807090853,0.68185477054354,0.0020866824957824,0.0446217017489634,2,17544190,17545045,856,1,-1742,1.3504538709394212,530
Usp47,5753088,5753487,400,401,11.031700153992,11.4677574249133,10.4037564192176,0.679850205874616,0.0017088130428055,0.0389364176493998,3,5752973,5761886,8914,1,115,1.4096440083030517,531
aus,21346640,21347039,400,401,10.8320420602653,11.2759251449329,10.1875982740315,0.678631471073086,0.0018852620644977,0.0416294992353685,4,21318300,21349601,31302,2,2562,1.3805988132454403,532
CG43678,15049263,15049662,400,401,9.58928229851737,10.0431164523482,8.92344890042835,0.678411895053099,0.0020644124220849,0.0442689500749732,3,15049179,15049495,317,2,0,1.353900778044931,533
CG7220,10731968,10732367,400,401,12.3644871975727,12.8346973641882,11.6624151590737,0.677642158625407,0.0023409043198922,0.0483383396075434,2,10732699,10737425,4727,1,-332,1.3157082714224977,534
lncRNA:CR46031,14423050,14423449,400,401,9.35608531333481,9.76716659975,8.7790028397121,0.677635042203714,0.0012565507548629,0.0313832700668432,3,14424501,14425926,1426,1,-1052,1.5033018058735719,535
nemy,12664464,12664863,400,401,9.20623662279914,9.63842764132422,8.5863428239182,0.67666591284225,0.0017168842000746,0.0390166484513425,2,12659497,12665799,6303,2,936,1.4087500394418238,536
lncRNA:CR45596,14288376,14288775,400,401,10.4362500091508,10.8397467381964,9.87409572811504,0.674049027069244,0.0011708494101699,0.030134232821878,4,14288229,14288665,437,1,147,1.5209398606243478,537
Idgf2,16446187,16446586,400,401,9.44471461558232,9.83860804679028,8.90113270169629,0.67394084771069,0.0009517292521947,0.0263260591534502,1,16447330,16450508,3179,1,-744,1.5796141471986693,538
yin,3870379,3870778,400,401,10.7356182924419,11.1338689402284,10.1836546362377,0.673543064427068,0.001063256323143,0.0283149781706561,6,3862966,3871939,8974,2,1161,1.547983768855296,539
inaF-A,11736780,11737179,400,401,9.90874252929252,10.3417274149886,9.28720123439002,0.672905509695422,0.0018319222088924,0.040735820910241,6,11726390,11733895,7506,2,-2885,1.3900235273416652,540
Mtl,27638129,27638528,400,401,10.3372665267865,10.7374764455305,9.78150969237378,0.672905189684895,0.0011191515610601,0.0293477817617463,4,27636861,27639871,3011,1,1268,1.5324247191196068,541
Rsph9,17411900,17412299,400,401,9.68283526066971,10.0675479571633,9.15667461355904,0.672756814071213,0.00077078367591,0.0227638725481038,1,17411649,17412633,985,2,334,1.6427538546139753,542
RhoGAP16F,18095467,18095866,400,401,11.4054064886797,11.8270132363293,10.8072150660454,0.672346185254043,0.0016109306864895,0.0373680720558556,6,18094590,18097413,2824,1,877,1.4274993082810128,543
CG34286,19715738,19716137,400,401,9.36395650844648,9.78006217659731,8.77685529443849,0.672021562739838,0.0015018244986907,0.0356084999384558,4,19715186,19715927,742,2,0,1.448446321247763,544
SH3PX1,9711545,9711944,400,401,11.8416981597142,12.2267818295012,11.3148397564085,0.67098173456226,0.0008138329276938,0.0235234292864306,3,9710422,9713827,3406,2,1883,1.6284993657757223,545
lncRNA:CR31044,29212696,29213095,400,401,11.5510575226378,11.9543731639596,10.9892568303623,0.668945670432386,0.0012878768926378,0.0319485371871823,4,29214562,29219667,5106,1,-1467,1.4955490218898835,546
CG10657,12494419,12494818,400,401,9.39704238842564,9.79834880534364,8.83915610078532,0.668826825379728,0.0012460187826957,0.0311504695673946,3,12491830,12497216,5387,2,2398,1.506535402327723,547
CG8460,8197357,8197756,400,401,10.2525747822641,10.6780942652917,9.64641703731907,0.668210643468793,0.0018063439868242,0.0404422968329453,1,8197193,8198813,1621,1,164,1.3931641875630352,548
sfl,6496750,6497149,400,401,10.8084172152509,11.1894380996801,10.289172375385,0.667983178733894,0.0007812192884402,0.0229678470801444,3,6495680,6550104,54425,1,1070,1.6388797120332566,549
CG32191,17808485,17808884,400,401,11.1785440565482,11.6162903361436,10.5470626730696,0.667475520193174,0.0020736247340939,0.0443793646294223,3,17806451,17808804,2354,2,0,1.352818919767623,550
trbl,20400198,20400597,400,401,12.523399141335,12.9484038985883,11.9182931304147,0.667347676686935,0.0018168509524607,0.0405716065556014,3,20396288,20401609,5322,2,1012,1.39177779475024,551
l(1)G0289,10358328,10358727,400,401,11.0037977151822,11.4029146315563,10.4501588148968,0.667081009006535,0.0012329673113046,0.031004969778409,6,10348680,10366273,17594,2,7546,1.5085686876383206,552
CG13950,861208,861607,400,401,9.66433769647087,10.0512764996907,9.13398223722967,0.666795338546266,0.0009482783689644,0.0262588385808522,1,860309,861806,1498,1,899,1.5807244865131644,553
lncRNA:CR43606,20317111,20317510,400,401,11.7273148509101,12.1361125695272,11.1547515277296,0.666431944920367,0.0014799113091131,0.0352180558991085,1,20316005,20317623,1619,2,113,1.4532346215542276,554
CAH2,12178386,12178785,400,401,9.54586230521856,9.92960299292683,9.02152744152603,0.666140201093938,0.0008842251204844,0.0249123125614084,3,12177601,12183347,5747,1,785,1.6035859558821137,555
CG31886,8955276,8955675,400,401,10.1260318059272,10.5449130278701,9.53335100068868,0.665716999029915,0.0017249899553267,0.0390972392958419,1,8953481,8955807,2327,2,132,1.4078539075890695,556
CG15515,29905829,29906228,400,401,9.57208680350562,10.0061234023227,8.94835860957572,0.665363811275602,0.0020613165297333,0.0442632451814612,4,29905464,29906448,985,1,365,1.353956748729231,557
Sod3,11383078,11383477,400,401,10.9504416454838,11.3987488348564,10.2965456698817,0.665114950354802,0.0023406304807432,0.0483383396075434,2,11380347,11384114,3768,2,637,1.3157082714224977,558
CG7029,22753557,22753956,400,401,10.9163860075555,11.3006466508587,10.391074919984,0.66477758526785,0.0009270025226749,0.025781998644483,4,22754615,22794030,39416,1,-659,1.5886834187659638,559
Sr-CIII,4107723,4108122,400,401,10.5945377026915,11.0188849122768,9.99077359291486,0.663924567086287,0.0019011532604273,0.0417533290719172,1,4120343,4121627,1285,1,-12221,1.3793088916792084,560
sip1,5721157,5721556,400,401,11.2731299200196,11.6521589547615,10.7575953475455,0.663835357944669,0.0008192777413403,0.0236277128878704,1,5721051,5723944,2894,1,106,1.6265783151111572,561
CenG1A,13891345,13891744,400,401,12.5887864597674,12.9823680272623,12.0458016309787,0.662711768575679,0.0012065437336307,0.0305861997611603,1,13894202,13898712,4511,1,-2458,1.5144744793828813,562
CG33774,9402341,9402740,400,401,12.5118405925128,12.9408991398741,11.8984204556786,0.662615212801373,0.0020379089482809,0.0438704666899805,2,9399753,9400329,577,2,-2012,1.3578277455858176,563
cora,19235766,19236165,400,401,9.26032443157963,9.65193829815058,8.72109825097723,0.662357948297883,0.001167438888044,0.030134232821878,2,19229063,19243751,14689,1,6703,1.5209398606243478,564
e(r),8905026,8905425,400,401,11.791461098332,12.1747585490716,11.26795761948,0.660690860925645,0.0009951117393567,0.027052465738251,6,8904359,8905990,1632,2,565,1.5677931443203574,565
Cyp6d5,14029892,14030291,400,401,11.3791767065099,11.7458565523029,10.8863226677128,0.660291790128619,0.0005917064449829,0.0188620177164624,4,14029228,14031483,2256,1,664,1.7244118515639655,566
ppk6,20247999,20248398,400,401,8.84276557810077,9.26948710175152,8.23414726060663,0.659050413833443,0.0020982990430973,0.044760643055553,2,20245760,20247624,1865,2,-375,1.3491036827899765,567
snRNA:U12,16656055,16656454,400,401,9.84639162149904,10.2361178037661,9.31075726706633,0.658867427739862,0.0012068024395559,0.0305861997611603,3,16653769,16654006,238,1,2286,1.5144744793828813,568
Fur2,16374642,16375041,400,401,11.6753993310004,12.0950428060822,11.0811805271593,0.658230897025863,0.0019619012351509,0.0426626452022464,6,16373630,16381545,7916,1,1012,1.3699522205901977,569
Nt5b,18406061,18406460,400,401,11.4934023943174,11.8881997809815,10.9480876658894,0.658200498637909,0.0013542047272095,0.0329271423511028,6,18390550,18404585,14036,2,-1476,1.4824459587809473,570
clumsy,21206365,21206764,400,401,10.4672932175889,10.8776820003314,9.89158345193848,0.657457415278065,0.0017681643012005,0.0399350541250087,1,21206493,21211818,5326,1,0,1.3986457226206,571
asRNA:CR44067,24775501,24775900,400,401,9.08539150192272,9.51063244893257,8.47980302861113,0.657162895721283,0.002122219619356,0.0451162338093204,2,24775711,24779987,4277,1,0,1.3456671613318383,572
