gene_id	gene_short_name	Ctrl_1	Ctrl_2	Ctrl_3	ScOE_1	ScOE_2	ScOE_3	ScOE_4
FBgn0261799	dsx-c73A	0	0.0498773	0	0.00955154	0.00842981	0.00873065	0
FBgn0261800	LanB1	65.2383	47.7813	34.2432	24.4852	20.0501	23.3559	15.4851
FBgn0261801	CG42747	1.40499	2.55885	1.42737	6.23592	6.0058	5.10398	6.24466
FBgn0261802	CG42748	35.5887	83.9665	79.521	18.4378	17.2493	15.4666	16.8312
FBgn0261803	CG42749	0.0397913	0	0	0	0	0	0
FBgn0261804	CG42750	0.0213506	0.00933211	0.0382343	0.0983657	0.111618	0.162698	0.14484
FBgn0261805	CG42751	0	0	0	0	0.129363	0	0.312581
FBgn0261806	CG42752	0	0.0937308	0	0.0538485	0	0	0
FBgn0261807	CG42753	0	0	0	0	0.0608863	0.0630592	0
FBgn0261808	cu	12.0823	11.7996	9.77248	35.1287	40.6952	54.4308	28.0857
FBgn0261811	pico	14.5607	13.7709	13.3186	10.1255	11.2012	9.67033	10.6953
FBgn0261813	CR42755	0	0.0614777	0	0	0	0	0.0753193
FBgn0261814	CR42756	0	0	0	0	0	0	0
FBgn0261816	CG42758	0	0.129162	0	0	0	0	0
FBgn0261817	CG42759	0	0	0	0	0.182557	0	0
FBgn0261822	Bsg	148.298	171.476	208.339	164.939	184.987	169.921	196.937
FBgn0261823	Asx	8.54735	10.696	9.75531	9.59659	9.08089	8.31709	9.61523
FBgn0261830	CG42762	0	0	0	0	0	0	0
FBgn0261831	CG42763	0.105514	0	0	0.138892	0.12258	0.0634775	0
FBgn0261832	CG42764	0.0853269	0.176564	0.229203	0.112319	0.099128	0	0
FBgn0261833	CR42765	0	0	0	0	0	0.406823	0.237285
FBgn0261834	CG42766	0.456361	0	0.612827	0.239668	0.265087	0.341177	0
FBgn0261835	CR42767	0	0.332206	0	1.71768	1.51595	1.87534	0.712253
FBgn0261836	Msp300	32.6287	34.886	36.0444	26.5053	15.7622	15.8462	12.356
FBgn0261837	pre-mod(mdg4)-T	49.8384	33.4866	28.9877	48.3285	41.2636	53.4114	58.1203
FBgn0261839	pre-mod(mdg4)-Y	9.66E-08	0.0416433	0.999677	4.63E-08	3.52E-09	5.45E-07	1.17428
FBgn0261840	pre-mod(mdg4)-X	3.69E-08	1.16E-32	3.85E-49	8.23E-06	4.37E-06	1.99E-06	1.43E-07
FBgn0261841	pre-mod(mdg4)-AD	1.06499	1.92E-29	0.00773759	1.44E-17	5.62E-12	1.30E-06	1.21E-10
FBgn0261842	pre-mod(mdg4)-AE	6.23E-06	2.55E-70	5.01E-49	1.47E-22	9.60E-14	9.27E-12	7.90E-22
FBgn0261843	pre-mod(mdg4)-W	1.26275	1.28145	1.03916	3.26594	2.82394	3.52115	2.69392
FBgn0261844	pre-mod(mdg4)-V	8.31573	9.70317	6.96201	23.878	18.2995	20.7534	20.4794
FBgn0261845	pre-mod(mdg4)-U	4.79741	8.00084	8.30891	13.2747	11.1336	12.565	17.2487
FBgn0261846	CG42778	0	0	0.361834	0	0.0782448	0	0
FBgn0261847	CG42779	0	0.180271	0	0	0.280826	0.0946652	0
FBgn0261848	CG42780	1.93685	1.10935	0.541756	1.22164	1.40637	1.16521	0.622921
FBgn0261849	CG42781	3.89142	0.891626	11.4984	0.512241	3.16458	1.40465	0
FBgn0261850	Xpd	9.97068	10.367	10.1983	10.0437	10.1702	9.67946	10.761
FBgn0261853	CG42782	0	0.139892	0.163809	0	0	0	0.831301
FBgn0261854	aPKC	35.0957	44.911	44.7039	35.3057	41.0965	37.7652	44.0599
FBgn0261856	CR42785	0	0	0	0	0	0	0
FBgn0261857	CR42786	0.631503	0.723469	0.212041	0.831269	1.37558	0.664849	1.21874
FBgn0261858	CG42787	0	0	0	0	0	0	0
FBgn0261859	CG42788	7.4504	7.57296	5.57239	4.42828	3.56431	3.89697	3.32539
FBgn0261860	CG42789	0	0.296487	0	0.341092	0	0	0
FBgn0261861	CG42790	0	0	0	0	0.096159	0	0.116175
FBgn0261862	whd	36.2109	131.045	184.074	79.1235	62.2257	61.7232	70.4354
FBgn0261871	dpr2	0	0	0.0226375	0.0444765	0.0572204	0	0
FBgn0261872	scaf6	27.6947	19.1502	13.3994	16.0111	14.8519	13.8081	15.3677
FBgn0261873	sdt	1.08468	0.646387	1.49929	1.93338	2.46786	2.50912	1.86044
FBgn0261881	l(2)35Be	14.9865	14.4921	17.2064	19.0379	17.9253	16.8685	19.9037
FBgn0261882	l(2)35Bc	13.0755	10.0159	10.0019	11.3711	8.34254	7.26675	6.62448
FBgn0261885	osa	18.1668	15.8298	13.7375	17.4983	15.0498	13.9883	11.593
FBgn0261924	CR42791	0	0	0.316816	0	0.13702	0	0
FBgn0261925	CG42792	2.20027	0.576959	0.739084	0.995106	0.639027	0.588441	0
FBgn0261927	CR42794	0.714202	0	1.19905	0.822612	0.518575	0.214833	0.375912
FBgn0261928	CG42795	0.00543056	0.0800355	0.0206103	1.0975	1.63756	1.63976	1.12928
FBgn0261929	5-HT2B	0.0233722	0.285611	0.575516	0.399954	0.832679	0.801465	0.328045
FBgn0261930	vnd	5.7635	7.49263	9.92115	17.2837	20.3553	21.8702	23.3413
FBgn0261931	CG42797	3.18897	3.48689	2.80233	5.92977	5.53469	5.16957	5.61827
FBgn0261932	CG42798	0	0	0	0	0.189676	0	0
FBgn0261933	SmD1	86.4205	62.0885	61.1092	83.0291	50.3056	91.094	75.2967
FBgn0261934	dikar	3.13329	3.7119	2.60581	3.44685	3.13609	2.66046	2.59141
FBgn0261938	mtRNApol	5.7769	5.46668	3.01261	2.93867	1.88678	2.61609	1.90827
FBgn0261952	srw	0	0.173409	0.406595	0.49812	0.43962	0.273186	0.318678
FBgn0261953	TfAP-2	0.0298451	0.0341929	0	0.0982993	0.0346923	0	0.0419121
FBgn0261954	east	11.5348	6.61897	5.36549	6.03928	6.79608	6.69618	3.84089
FBgn0261955	kdn	17.4112	17.7621	18.7356	12.7282	19.6735	13.193	18.6192
FBgn0261963	mid	0	0.0201566	0.0236307	0	0.0408801	0.0105848	0
FBgn0261973	snoRNA:Or-CD9a	7049.34	6418.83	1664.46	2532.04	145.093	23.086	433.207
FBgn0261974	snoRNA:Or-CD9b	400.2	3.22E-47	364.969	28.6563	1.00E-54	88.1996	84.5855
FBgn0261975	CG42806	90.1247	47.0465	51.2482	47.5992	70.0757	45.4894	43.8492
FBgn0261976	Psf2	19.934	14.4091	18.7734	24.0376	19.0177	23.121	21.3799
FBgn0261983	l(2)gd1	46.0426	56.8218	51.3243	25.9283	22.3589	18.5783	23.7191
FBgn0261984	Ire1	3.83852	2.12356	1.70381	2.52671	2.67129	2.31355	2.64842
FBgn0261985	Ptpmeg	25.6636	23.5884	23.0181	18.0638	17.5297	18.4138	20.4955
FBgn0261986	RASSF8	20.5917	22.8947	25.5077	10.6277	14.447	9.94606	13.8895
FBgn0261987	Pxt	0	0	0.0766579	0	0.0110512	0.0114456	0.0267032
FBgn0261988	Gprk2	12.2484	12.075	12.0971	12.4027	11.9974	10.581	12.2384
FBgn0261989	CG42807	14.8826	0.437326	1.96744	0.0837439	0.184183	0.0766315	0.223
FBgn0261990	CG42808	0	0	0	0.072659	0	0.199243	0
FBgn0261991	CG42809	0	0	0	0	0	0	0
FBgn0261992	CG42810	0	0.555466	0.434136	0	0	0	0.113421
FBgn0261993	CG42811	0	0	0	0	0	0	0
FBgn0261994	CG42812	0	0.113126	0.132624	0	0	0	0
FBgn0261995	CG42813	93.558	35.8284	33.181	36.5873	34.26	36.8509	18.1217
FBgn0261996	CG42814	0	0	0	0	0	0.0488023	0
FBgn0261997	CG42815	0	0	0	0	0	0	0
FBgn0261998	CG42816	0.0417751	0.0119647	0.0561077	0.0412425	0.036399	0.056547	0.0219878
FBgn0261999	CG42817	0.0513655	0.267625	0.218148	4.12857	5.7032	5.34603	4.19522
FBgn0262000	CG42818	0.0144947	0.0166056	0.0194677	0.0190799	0.0336783	0	0.0203443
FBgn0262001	CG42819	0.485269	1.11926	0.499469	1.05282	0.504495	0.608977	0.864038
FBgn0262002	CG42820	0.0219984	0	0	0.0144786	0	0	0
FBgn0262003	CG42821	0	0	0	0	0.11537	0	0.55754
FBgn0262004	CG42822	0.128882	0	0	0.0848256	0	0	0
FBgn0262005	CG42823	0	0	0	0	0.0923164	0	0
FBgn0262006	CG42824	0	0.213333	0	0	0	0	0
FBgn0262007	CG42825	1.8541	16.9221	9.33834	13.1183	21.863	34.0021	35.6306
FBgn0262008	CG42826	0.0785996	0.855438	0.316699	7.81149	17.2353	13.5001	8.35673
FBgn0262009	CG42827	1.1569	0.998485	4.39194	2.62247	2.7856	2.79005	1.41642
FBgn0262010	CG42828	0.181263	0.415322	1.46072	0.357905	0.210582	0.218097	0
FBgn0262017	CG42830	0	0	0	0	0	0	0
FBgn0262018	CadN2	0.00680465	0.0155919	0.0365595	0.00895759	0.0179852	0.024564	0.0238787
FBgn0262020	CG42831	0.676395	0.82656	4.05779	0.920041	1.10012	0.271281	0.0316456
FBgn0262021	CG42832	0	0	1.12757	0	0	0	0
FBgn0262022	CG42833	0.509372	0.291776	1.36826	0.670504	0.88764	0.612879	0.357469
FBgn0262023	CG42834	0	0	0	0	0	0	0
FBgn0262024	CG42835	0	0	0	0.216582	0	0	0
FBgn0262025	CR42836	0	0	0	0	0	0	0
FBgn0262026	CG42837	1.99852	3.71582	5.04456	6.04624	3.20947	4.10055	3.23697
FBgn0262027	CR42838	0	0	0	0.81164	0.716321	0.741885	2.59628
FBgn0262028	CR42839	13.1894	10.6111	11.52	6.82385	5.18875	5.50906	6.84816
FBgn0262029	d	0.0195365	0.0111603	0.0393317	0.0257036	0.0623014	0.0996315	0.0274208
FBgn0262030	CG42841	0	0.124354	0.364468	0	0.126103	0	0
FBgn0262031	CR42842	5.33E-09	5.50E-10	7.81E-10	1.62E-09	5.74E-08	3.06E-08	4.09E-08
FBgn0262033	CR42844	0	0	0	0	0.187126	0	0
FBgn0262035	CG42846	2.41103	0.460358	6.29656	1.85134	1.47831	1.45048	2.06803
FBgn0262036	CG42847	0.156649	0.717847	0.210393	0.309304	0.090993	0.188481	0.494702
FBgn0262057	Spn77Ba	6.90546	0.126964	0.0372039	0.0364679	0.0643746	0.166687	0.19429
FBgn0262081	Csk	20.7143	26.4539	19.9702	31.7786	26.497	26.7357	27.0701
FBgn0262095	CR42848	0	0	0	0.270635	0.382162	0.346326	0.230856
FBgn0262097	CR42850	0	0	0	0	0.0161841	0	0
FBgn0262098	CG42851	0	0	0	0	0	0	0
FBgn0262099	CG42852	4.12673	0	0	0	0	2.48265	0
FBgn0262100	CG42853	0.300784	0.482423	0.242388	0.5939	0.3861	0.690637	0.548823
FBgn0262101	CG42854	0.112791	0	0.201984	0.321685	0.21839	0.384512	0.633237
FBgn0262102	CG42855	4.93663	2.23463	3.67725	3.10108	4.5787	2.92941	0.940869
FBgn0262103	Sik3	7.27404	6.38724	7.07126	6.20821	7.06969	7.07424	5.97268
FBgn0262104	CG42857	0	0	0	0.0759996	0	0	0
FBgn0262105	CR42858	0	0	0	0	0	0	0
FBgn0262106	CR42859	0.926635	0.393552	1.23397	0.185643	0	0.2079	0.0808404
FBgn0262107	CR42860	3.01322	2.79202	4.61818	58.0057	62.6755	58.1413	14.0007
FBgn0262108	CR42861	18.7857	25.3791	26.421	27.8573	21.3095	28.4671	17.7539
FBgn0262109	CR42862	1357.84	935.349	820.689	779.784	700.46	573.141	421.975
FBgn0262111	f	1.10419	0.53263	2.41968	0.439811	0.624515	0.279699	0.305883
FBgn0262112	sro	0.994859	0.612843	1.55111	0.0955877	0.290103	0.163858	0.0985596
FBgn0262114	RanBPM	32.3925	43.5401	38.8305	45.2546	36.6369	37.7104	33.7587
FBgn0262115	CG17683	24.4254	23.0306	23.7115	32.4954	30.5927	30.06	34.7965
FBgn0262116	CG40127	551.071	827.024	1585.41	945.301	1336.1	1261.18	1639.82
FBgn0262117	IntS3	24.1739	21.1325	16.355	20.3334	18.1637	18.9205	16.6484
FBgn0262123	l(2)41Ab	0.328123	0.359353	0.272598	0.250067	0.291091	0.436357	0.351679
FBgn0262124	uex	15.2275	26.9152	27.3608	27.5064	25.2725	22.4765	29.631
FBgn0262125	Sec23	43.838	34.294	29.3039	41.6085	34.2148	37.9265	30.4812
FBgn0262126	Sec24CD	16.6325	19.8713	18.7591	18.3446	19.4127	17.8619	18.7991
FBgn0262127	kibra	17.9782	28.6949	31.2353	15.1649	12.9938	11.1162	10.4415
FBgn0262139	trh	0.0669468	0.112703	0.101712	0.192519	0.249363	0.122032	0.244773
FBgn0262140	CG42866	0	0	0	0	0.141912	0.146977	0
FBgn0262141	CG42867	95.9524	38.6997	73.7608	5.31956	5.65787	4.11432	2.03613
FBgn0262142	CR42868	17.801	14.5581	24.2091	6.44744	10.0062	4.42251	4.37072
FBgn0262143	CG42869	0	0	0	0	0	0	0
FBgn0262144	CG42870	0.297023	0	0	0	0.517596	0	0
FBgn0262146	MtnE	75.6983	136.772	456.179	116.032	746.704	1082.22	840.337
FBgn0262148	CR42874	5.23741	9.32834	14.1785	3.52788	1.52113	2.28928	1.92391
FBgn0262149	CR42875	3.27614	5.55616	4.63676	7.10245	4.31009	4.69776	6.38394
FBgn0262150	CG42876	0	0.0609963	0	0	0.0309271	0	0.0256572
FBgn0262160	CG9932	1.67554	1.32305	2.17815	1.42182	1.32782	1.33206	1.3103
FBgn0262163	betaNACtes5	0	0	0	0	0.0689083	0.142735	0
FBgn0262166	calypso	8.92569	8.02325	6.91085	7.56372	5.729	7.53265	7.21722
FBgn0262167	ana1	0.902249	1.47114	0.881617	1.39151	1.12964	1.11062	1.44597
FBgn0262169	magu	4.55569	3.82954	5.25813	0.743807	0.935561	0.783228	1.08202
FBgn0262170	CG42878	0	0	0	0.235405	0.207759	0.215174	0
FBgn0262172	mir-307b	0	0	0	0	0	0	0
FBgn0262174	mir-993	0	0	0	0	0	0	0
FBgn0262177	mir-375	0	0	0	0	0	0	0
FBgn0262178	mir-981	0	0	0	0	0	0	0
FBgn0262180	mir-2283	0	0	0	0	0	0	0
FBgn0262181	mir-972	0	0	0	0	0	0	0
FBgn0262182	mir-957	0	0	0	0	0	0	0
FBgn0262185	mir-995	0	0	0	0	0	0	0
FBgn0262187	mir-970	0	0	0	0	0	0	0
FBgn0262189	mir-2500	0	0	0	0	0	0	0
FBgn0262191	mir-2497	0	0	0	0	0	0	0
FBgn0262194	mir-2489	0	0	0	0	0	0	0
FBgn0262200	mir-962	0	0	0	0	0	0	0
FBgn0262201	mir-973	0	0	0	0	0	33.0245	0
FBgn0262203	mir-967	0	0	0	0	0	44.4732	0
FBgn0262204	mir-2279	26.6657	30.5491	0	17.5505	61.9575	32.0843	0
FBgn0262205	mir-932	0	0	0	0	0	0	0
FBgn0262210	mir-927	0	0	0	0	0	0	0
FBgn0262211	mir-2498	0	0	0	0	0	0	0
FBgn0262213	mir-2495	0	0	0	27.4464	21.7755	23.5946	32.3617
FBgn0262214	mir-929	0	0	0	0	0	0	0
FBgn0262215	mir-989	0	0	0	0	0	0	0
FBgn0262216	mir-974	0	0	0	0	31.8866	66.0491	0
FBgn0262220	mir-987	0	0	0	0	0	0	0
FBgn0262222	mir-971	0	0	0	0	0	0	0
FBgn0262223	mir-994	0	0	0	0	0	0	0
FBgn0262227	mir-991	0	0	0	0	0	0	0
FBgn0262228	mir-975	0	0	0	0	0	0	0
FBgn0262233	mir-2494	0	0	0	0	0	0	0
FBgn0262235	mir-983-1	0	0	0	0	0	0	0
FBgn0262237	mir-2491	0	0	0	0	0	0	0
FBgn0262239	mir-961	0	0	0	0	0	0	0
FBgn0262243	mir-964	0	0	0	0	0	0	0
FBgn0262249	mir-958	101.789	0	0	0	0	0	0
FBgn0262251	mir-977	0	0	0	0	0	0	0
FBgn0262252	mir-965	0	0	0	0	0	0	0
FBgn0262256	mir-959	0	0	0	0	0	0	0
FBgn0262260	mir-2282	0	0	0	0	0	0	0
FBgn0262262	mir-997	0	0	0	0	4.58E-194	0	0
FBgn0262263	mir-969	0	0	0	0	0	0	0
FBgn0262266	mir-980	0	0	0	0	0	0	0
FBgn0262269	mir-955	0	0	0	0	0	0	0
FBgn0262272	mir-1002	0	0	0	0	0	0	0
FBgn0262275	mir-2280	0	0	0	0	0	0	16.1943
FBgn0262279	mir-983-2	0	0	0	0	0	0	0
FBgn0262282	mir-984	0	0	0	0	0	0	0
FBgn0262283	mir-985	0	0	0	0	0	0	0
FBgn0262286	mir-1001	0	0	0	0	80.9255	167.627	0
FBgn0262290	mir-iab-8	0	0	0	0	0	0	0
FBgn0262291	mir-956	0	0	0	0	3.87319	0	0
FBgn0262293	mir-2490	0	0	0	0	0	0	0
FBgn0262297	mir-2496	0	0	0	0	0	0	0
FBgn0262300	mir-988	0	0	0	0	0	0	0
FBgn0262301	mir-979	0	0	0	0	0	0	0
FBgn0262302	mir-954	0	0	0	0	0	0	0
FBgn0262307	mir-990	0	0	0	0	0	0	0
FBgn0262314	mir-978	0	0	0	0	0	0	0
FBgn0262315	mir-2493	39.5903	0	0	0	0	0	0
FBgn0262316	mir-986	0	0	0	0	34.233	0	0
FBgn0262317	mir-966	0	0	0	0	0	0	0
FBgn0262319	mir-1000	0	0	0	0	0	0	0
FBgn0262321	mir-960	0	0	0	0	0	0	0
FBgn0262323	mir-252	0	0	0	0	0	0	0
FBgn0262327	mir-2281	0	0	0	0	0	0	0
FBgn0262330	mir-193	0	0	47.1869	0	0	0	0
FBgn0262331	mir-999	0	0	0	0	0	0	0
FBgn0262332	mir-968	0	0	0	0	0	0	0
FBgn0262333	mir-963	0	0	0	0	0	0	0
FBgn0262334	mir-992	0	0	0	0	0	0	0
FBgn0262335	mir-2492	0	0	0	0	0	0	0
FBgn0262338	mir-2499	0	0	0	0	0	0	0
FBgn0262339	mir-982	0	0	0	0	0	0	0
FBgn0262341	mir-976	0	0	0	0	0	0	0
FBgn0262351	CG43049	0	0	0	0.0608199	0	0.0555928	0
FBgn0262352	CG43050	0	0	0	0	0	0	0.0367504
FBgn0262353	CR43051	209.835	866.572	987.339	362.725	255.526	294.657	441.68
FBgn0262354	CG43052	0.168465	0.578997	0.226264	0	0.195713	0.202698	0
FBgn0262355	CR43053	0	0	0	0	0	0	0
FBgn0262356	CG43054	0	0	0.396533	0	0	0	0
FBgn0262357	CG43055	4.94993	36.9293	1335.96	3.25788	5.75055	29.7789	533.352
FBgn0262358	CG43056	0.965086	1.65845	12.3139	2.54075	6.16651	6.67688	3.72505
FBgn0262359	CG43057	0	0	0	0	0	0	0
FBgn0262360	CG43058	0	0	0.518412	0.127021	0.896831	0	0
FBgn0262361	CG43059	0	0	0	0	0	0	0
FBgn0262362	CG43060	0.0555363	0.127248	0	0.109656	0.198964	0	0.0389745
FBgn0262363	CG43061	0	0	0	0	0	0	0
FBgn0262364	CG43062	9.76563	15.9826	14.3085	30.5511	25.1951	19.6088	26.5234
FBgn0262365	CG43063	0	0	0	0	0	0	0
FBgn0262366	CG43064	2.58127	0.792695	0.967852	1.54945	1.54576	1.00262	1.15786
FBgn0262367	mir-13b-1	0	0	0	0	0	0	0
FBgn0262368	mir-282	0	0	0	0	0	0	0
FBgn0262369	mir-31b	0	32.0966	0	46.0989	40.6851	16.8548	9.83079
FBgn0262370	mir-7	0	0	0	0	0	0	0
FBgn0262371	mir-263b	0	0	0	0	0	0	0
FBgn0262372	mir-3	0	0	0	0	0	0	0
FBgn0262373	mir-9a	0	0	0	0	0	0	0
FBgn0262374	mir-2b-1	0	0	0	0	0	0	0
FBgn0262375	mir-1005	0	0	0	0	0	0	0
FBgn0262376	mir-219	0	0	0	0	0	0	0
FBgn0262377	mir-2a-1	0	0	0	0	0	0	0
FBgn0262378	mir-317	0	0	0	0	0	0	0
FBgn0262379	mir-1012	0	0	0	0	0	0	0
FBgn0262380	mir-309	0	0	0	0	0	0	0
FBgn0262381	mir-276b	0	0	0	0	0	0	0
FBgn0262382	mir-1010	0	0	0	0	0	0	0
FBgn0262383	mir-284	0	0	0	0	0	0	0
FBgn0262384	mir-1014	0	0	0	0	0	0	0
FBgn0262385	mir-307a	0	0	0	0	0	0	0
FBgn0262386	mir-306	0	0	0	0	0	0	0
FBgn0262387	mir-190	0	0	0	0	0	0	0
FBgn0262388	mir-92b	0	0	0	0	0	0	0
FBgn0262389	mir-1017	0	0	0	0	0	0	0
FBgn0262390	mir-303	0	0	0	0	0	0	0
FBgn0262391	mir-184	0	0	0	0	0	0	0
FBgn0262392	mir-1004	0	0	0	0	0	0	0
FBgn0262393	mir-33	0	0	0	0	0	0	0
FBgn0262394	mir-281-1	0	0	0	0	0	0	0
FBgn0262395	mir-12	0	0	0	0	0	0	0
FBgn0262396	mir-314	0	0	0	0	0	0	0
FBgn0262397	mir-2c	0	0	0	0	0	0	0
FBgn0262398	mir-124	0	0	0	0	0	0	0
FBgn0262400	mir-287	0	0	0	0	0	0	0
FBgn0262401	mir-285	0	0	0	0	0	0	0
FBgn0262402	mir-311	0	0	0	0	0	0	0
FBgn0262403	mir-278	0	0	0	0	0	0	0
FBgn0262404	mir-996	0	0	0	6.90E-71	0	2.07E-50	0
FBgn0262405	mir-998	0	0	0	25.7262	31.7869	4.70304	16.4586
FBgn0262406	let-7	0	0	0	0	0	0	0
FBgn0262407	mir-308	0	0	0	0	0	0	0
FBgn0262408	mir-5	0	0	0	0	0	0	0
FBgn0262409	mir-304	173.369	0	0	228.211	302.115	0	0
FBgn0262410	mir-6-2	0	0	0	0	0	0	0
FBgn0262411	mir-92a	0	0	0	0	0	0	0
FBgn0262412	mir-1008	0	0	0	0	0	0	0
FBgn0262413	mir-9b	0	0	0	0	0	0	0
FBgn0262414	mir-4	0	0	0	0	0	0	0
FBgn0262415	mir-289	0	0	0	0	0	0	0
FBgn0262416	mir-31a	0	0	0	0	0	0	0
FBgn0262417	mir-316	0	0	0	0	0	0	0
FBgn0262418	mir-6-3	0	0	0	0	0	0	0
FBgn0262419	mir-277	6.39E-06	248.641	204.267	4.69E-07	8.74889	28.5014	211.963
FBgn0262420	mir-318	0	0	0	0	0	0	0
FBgn0262421	mir-13b-2	0	0	0	0	0	0	0
FBgn0262422	mir-1011	0	0	0	0	0	0	0
FBgn0262423	mir-281-2	0	130.745	0	0	66.2919	0	0
FBgn0262424	mir-10	0	0	0	0	0	0	0
FBgn0262425	mir-288	0	0	0	0	0	0	0
FBgn0262426	mir-283	1591.21	877.714	1266.45	736.978	855.825	850.914	909.894
FBgn0262427	mir-1016	0	0	0	0	0	0	0
FBgn0262428	mir-87	0	0	0	0	0	0	0
FBgn0262429	mir-13a	0	0	0	0	0	0	0
FBgn0262430	mir-9c	0	0	0	0	0	0	0
FBgn0262431	mir-1003	0	0	0	0	0	0	0
FBgn0262432	mir-8	357.179	0	19.3907	0	0	86.2488	0
FBgn0262433	mir-210	0	67.5164	79.1534	38.7883	0	0	0
FBgn0262434	mir-11	0	0	0	0	0	0	0
FBgn0262435	mir-1009	0	0	0	0	0	0	0
FBgn0262436	mir-310	0	0	0	0	0	0	0
FBgn0262437	mir-274	0	0	0	0	0	0	0
FBgn0262438	mir-1006	0	0	0	0	0	0	0
FBgn0262440	mir-280	0	0	0	0	0	0	0
FBgn0262441	mir-313	0	0	0	0	0	0	0
FBgn0262442	mir-2501	0	0	0	0	0	0	0
FBgn0262443	mir-286	0	0	0	0	0	0	0
FBgn0262444	mir-1013	0	0	0	0	0	0	0
FBgn0262445	mir-133	0	0	0	0	0	0	0
FBgn0262446	mir-137	0	0	0	0	0	0	0
FBgn0262447	mir-14	0	0	0	0	0	0	0
FBgn0262448	mir-279	0	0	0	0	7.01E-82	0	0
FBgn0262449	mir-2b-2	1010.36	0	0	221.662	195.63	0	472.703
FBgn0262450	mir-312	0	0	0	0	0	0	0
FBgn0262451	ban	0	0	0	0	0	0	0
FBgn0262452	mir-79	0	0	0	0	0	0	0
FBgn0262453	mir-275	0	0	0	0	0	0	0
FBgn0262454	mir-1007	0	0	0	0	0	0	0
FBgn0262455	mir-1	0	0	0	0	0	0	0
FBgn0262456	mir-125	0	4.21E-82	0	0	0	0	0
FBgn0262457	mir-1015	0	0	0	0	0	0	0
FBgn0262458	mir-305	0	0	0	0	0	0	0
FBgn0262459	mir-34	0	0	0	0	0	0	0
FBgn0262460	mir-2a-2	0	0	0	0	0	0	0
FBgn0262461	mir-315	0	0	0	0	0	0	0
FBgn0262462	mir-iab-4	0	0	0	0	0	0	0
FBgn0262463	mir-100	0	0	0	0	0	0	7.54747
FBgn0262464	mir-6-1	0	0	0	0	0	0	0
FBgn0262467	Scox	41.2338	34.9041	31.69	30.7949	30.4052	30.939	25.8425
FBgn0262468	vib	112.878	86.2404	98.5793	63.0626	83.7755	74.508	54.7768
FBgn0262473	Tl	0.0678774	0.188852	0.260473	0.453129	0.80546	0.950877	1.23852
FBgn0262475	bru-2	32.6584	32.2293	31.1149	45.0761	64.4004	54.9738	56.5479
FBgn0262476	CG43066	0.29096	0.294871	0.442923	16.0052	16.8891	18.8603	18.4136
FBgn0262477	FoxP	0	0.0346973	0.0203387	0.0996681	0.202315	0.145764	0.153872
FBgn0262478	CG43068	0	0	0	0	0	0	0
FBgn0262479	CG43069	0	0.262474	0.307713	0.150792	0.399248	0.413497	1.12549
FBgn0262480	CG43070	0	0	0	0	0	0	0
FBgn0262481	CG43071	0	0.49359	0.578663	0	0	0.259197	0
FBgn0262482	CG43072	0	0	0	0.175045	0.154488	0.160001	0.186646
FBgn0262483	Rbp	0.168039	0.264973	0.308042	5.73619	6.56232	7.18127	6.33389
FBgn0262484	CG43074	0.101692	0.116501	0.956067	0	0.649768	0.30589	0.0713656
FBgn0262485	CG43075	0	0	0	0.0571818	0	0	0
FBgn0262486	CG43076	0	0	0.341363	0.334563	0	0.254842	0.297279
FBgn0262487	CG43077	0	0	0	0	0.0349876	0	0
FBgn0262508	CG43078	0.458591	0.912746	3.4942	0.501283	1.4961	1.26375	2.60408
FBgn0262509	nrm	0.0454614	0.0670462	0.142315	0.207716	0.338753	0.592857	0.21867
FBgn0262510	CR43080	0	0	0	0.107097	0	0	0
FBgn0262511	Vha44	178.526	147.776	159.19	97.631	151.012	113.515	127.618
FBgn0262512	Vha14-1	299.478	240.964	305.646	225.573	353.077	290.353	266.348
FBgn0262513	Vha16-4	0	0	0	0.524537	1.00303	0.639275	0.372865
FBgn0262514	VhaPPA1-2	0	0.117756	0.138052	0.135302	0	0.123674	0.0721342
FBgn0262515	VhaAC45	95.0292	110.151	117.234	71.1739	79.4707	68.2614	113.677
FBgn0262516	Trpml	0	0	0	0	0	0	0
FBgn0262517	l(3)76BDr	9.78763	9.38454	8.88015	7.7403	6.81903	6.85481	6.66302
FBgn0262518	Rab8	62.8295	76.0493	54.043	45.7993	39.7868	38.0778	42.1374
FBgn0262519	Mi-2	15.4808	12.5437	9.39135	17.527	15.2658	17.4577	11.7105
FBgn0262524	ver	5.02437	4.74609	4.46928	5.84034	5.74506	6.89544	5.05975
FBgn0262526	vas	0.159193	0.0869269	0.204817	0.891572	0.839798	1.33788	3.97127
FBgn0262527	nsl1	32.7358	25.0414	28.8003	30.922	33.9609	32.5978	29.2556
FBgn0262528	CG43082	0	0	0	0	0	0	0
FBgn0262529	CG43083	0	0	0	0	0	0	0
FBgn0262530	CG43084	0	0	0	0	0	0	0
FBgn0262531	CG43085	0.332653	0.457318	0.268069	0.437269	0.695627	1.1207	0.420213
FBgn0262532	CR43086	0.191573	0.219471	0.171528	0.622515	0.77638	0.537535	0.358522
FBgn0262533	CR43087	0.140502	0.207277	0.567003	0.11908	0.490445	0.217692	0.0423239
FBgn0262534	CG43088	0	0.0559418	0	0	0.0283643	0.0293766	0
